Wavelength (nm);Parallel ;Perpendicular
1382;12.14497;92.72847
1383;12.1192;92.73207
1384;12.11934;92.7292
1385;12.11925;92.72911
1386;12.12799;92.77002
1387;12.13536;92.75549
1388;12.12992;92.79367
1389;12.11321;92.80234
1390;12.08499;92.79359
1391;12.06172;92.81073
1392;12.04811;92.81128
1393;12.03643;92.81176
1394;12.03401;92.82993
1395;12.03917;92.82863
1396;12.05381;92.88448
1397;12.04483;92.88006
1398;12.03765;92.87986
1399;12.03251;92.88777
1400;12.00408;92.89932
1401;11.97193;92.86164
1402;11.96713;92.8749
1403;11.95924;92.90491
1404;11.9722;92.91859
1405;11.99066;92.93992
1406;12.00088;92.95715
1407;12.00149;92.96544
1408;11.9942;92.98112
1409;11.97105;92.95824
1410;11.94261;92.97768
1411;11.92942;92.9947
1412;11.91759;92.9756
1413;11.92479;92.96244
1414;11.94287;92.90348
1415;11.94504;93.02283
1416;11.97355;93.02678
1417;11.98091;92.9922
1418;11.96568;93.03539
1419;11.95695;93.0224
1420;11.90643;93.03525
1421;11.90601;92.95187
1422;11.89777;93.09073
1423;11.90066;93.02934
1424;11.92326;93.03244
1425;11.94998;93.04173
1426;11.96859;93.07794
1427;11.97404;93.09458
1428;11.97531;93.09525
1429;11.96077;93.10188
1430;11.94724;93.09409
1431;11.92893;93.09217
1432;11.92269;93.08813
1433;11.92717;93.08238
1434;11.94479;93.09731
1435;11.97148;93.11034
1436;11.98711;93.11974
1437;12.00068;93.14069
1438;12.01448;93.14322
1439;12.01108;93.14426
1440;11.9893;93.14954
1441;11.96989;93.14374
1442;11.97191;93.12886
1443;11.97027;93.1358
1444;11.99197;93.15861
1445;12.01696;93.15471
1446;12.0413;93.17282
1447;12.06019;93.19112
1448;12.07319;93.19109
1449;12.07552;93.20201
1450;12.07477;93.20403
1451;12.04865;93.19312
1452;12.03997;93.19308
1453;12.04535;93.17719
1454;12.06452;93.19284
1455;12.08466;93.19245
1456;12.11976;93.21034
1457;12.13909;93.22021
1458;12.16644;93.20119
1459;12.17232;93.23429
1460;12.17867;93.24915
1461;12.14962;93.31023
1462;12.14199;93.23083
1463;12.13426;93.16434
1464;12.1528;93.23623
1465;12.16856;93.23861
1466;12.18517;93.23943
1467;12.21589;93.26924
1468;12.25316;93.38838
1469;12.27073;93.29439
1470;12.27222;93.29934
1471;12.25775;93.30487
1472;12.24789;93.28281
1473;12.2323;93.2104
1474;12.24365;93.2604
1475;12.25104;93.26718
1476;12.2748;93.2872
1477;12.3088;93.30962
1478;12.34563;93.32601
1479;12.35107;93.32863
1480;12.36988;93.34686
1481;12.37852;93.34803
1482;12.37018;93.31723
1483;12.34998;93.31638
1484;12.34958;93.34503
1485;12.34142;93.33849
1486;12.35482;93.34268
1487;12.38107;93.3378
1488;12.40277;93.35718
1489;12.42492;93.36719
1490;12.44932;93.39397
1491;12.46664;93.37589
1492;12.46601;93.39938
1493;12.46598;93.39543
1494;12.44577;93.3919
1495;12.44087;93.40823
1496;12.42341;93.36739
1497;12.44426;93.39151
1498;12.45899;93.38381
1499;12.48554;93.39863
1500;12.49408;93.40912
1501;12.51647;93.43124
1502;12.53812;93.44824
1503;12.54281;93.43732
1504;12.54403;93.44526
1505;12.51847;93.43615
1506;12.49945;93.45072
1507;12.49062;93.4388
1508;12.50359;93.43359
1509;12.51644;93.44217
1510;12.53435;93.41415
1511;12.54767;93.46367
1512;12.55311;93.48711
1513;12.57419;93.481
1514;12.59183;93.49944
1515;12.58589;93.45557
1516;12.57178;93.53097
1517;12.54479;93.48579
1518;12.54429;93.48203
1519;12.53193;93.47881
1520;12.55627;93.4663
1521;12.55171;93.46996
1522;12.55654;93.49178
1523;12.58297;93.51086
1524;12.60497;93.53692
1525;12.58783;93.48757
1526;12.59782;93.5303
1527;12.59508;93.53318
1528;12.57501;93.53151
1529;12.5676;93.52179
1530;12.54901;93.53291
1531;12.54608;93.51862
1532;12.54498;93.53445
1533;12.55449;93.52261
1534;12.55627;93.54292
1535;12.57325;93.55222
1536;12.58486;93.56653
1537;12.58877;93.56318
1538;12.57425;93.57475
1539;12.5717;93.5695
1540;12.55185;93.56096
1541;12.53033;93.5574
1542;12.53045;93.56818
1543;12.52668;93.57994
1544;12.50414;93.62773
1545;12.5112;93.51871
1546;12.51221;93.59044
1547;12.52985;93.60475
1548;12.55275;93.63151
1549;12.53331;93.61028
1550;12.5096;93.58784
1551;12.52098;93.61848
1552;12.52028;93.66528
1553;12.48219;93.63129
1554;12.47305;93.53769
1555;12.45809;93.61633
1556;12.46442;93.68764
1557;12.45144;93.59566
1558;12.44257;93.60619
1559;12.4564;93.63786
1560;12.4554;93.65267
1561;12.45847;93.68301
1562;12.45089;93.65216
1563;12.44452;93.65417
1564;12.43179;93.673
1565;12.41974;93.6345
1566;12.39536;93.65141
1567;12.3797;93.65077
1568;12.3594;93.64349
1569;12.36032;93.66257
1570;12.35264;93.70404
1571;12.34802;93.65995
1572;12.34678;93.68023
1573;12.35769;93.71694
1574;12.35544;93.6587
1575;12.34385;93.69414
1576;12.34091;93.71976
1577;12.33416;93.69508
1578;12.29845;93.66631
1579;12.27786;93.70027
1580;12.2675;93.71447
1581;12.26128;93.67514
1582;12.23992;93.71423
1583;12.23787;93.74609
1584;12.23289;93.71928
1585;12.23927;93.70836
1586;12.24488;93.74356
1587;12.23073;93.7208
1588;12.22974;93.74464
1589;12.21231;93.76186
1590;12.20037;93.71529
1591;12.1927;93.73961
1592;12.17172;93.75437
1593;12.14535;93.72588
1594;12.14369;93.76224
1595;12.12035;93.77467
1596;12.12053;93.72463
1597;12.12711;93.7701
1598;12.12696;93.79842
1599;12.12053;93.74024
1600;12.12486;93.77197
1601;12.11969;93.79829
1602;12.1086;93.75609
1603;12.09448;93.77062
1604;12.08724;93.77794
1605;12.06391;93.77884
1606;12.0391;93.75974
1607;12.03749;93.79105
1608;12.02376;93.81029
1609;12.02081;93.85862
1610;12.00029;93.72871
1611;12.02313;93.80953
1612;12.02958;93.88255
1613;12.02122;93.76904
1614;12.02554;93.82644
1615;12.02024;93.81457
1616;12.00014;93.81696
1617;11.989;93.83057
1618;11.97425;93.82687
1619;11.95701;93.80954
1620;11.94401;93.83473
1621;11.92296;93.84502
1622;11.92677;93.80873
1623;11.92534;93.84171
1624;11.92549;93.8761
1625;11.94352;93.84373
1626;11.9351;93.81179
1627;11.95424;93.90728
1628;11.9514;93.85919
1629;11.94122;93.8066
1630;11.92762;93.87011
1631;11.90501;93.91592
1632;11.88499;93.83191
1633;11.86848;93.85297
1634;11.85618;93.9094
1635;11.84632;93.83469
1636;11.85567;93.87432
1637;11.86511;93.91247
1638;11.86739;93.84879
1639;11.88512;93.86911
1640;11.88943;93.89199
1641;11.90063;93.89732
1642;11.90152;93.91054
1643;11.88282;93.86177
1644;11.87526;93.89083
1645;11.84227;93.90601
1646;11.83157;93.88958
1647;11.81626;93.89713
1648;11.8065;93.89817
1649;11.80241;93.91342
1650;11.80844;93.8964
1651;11.82169;93.87305
1652;11.85004;93.93746
1653;11.86623;93.94787
1654;11.86458;93.88636
1655;11.87789;93.9085
1656;11.88617;93.99048
1657;11.85384;93.91534
1658;11.84417;93.88949
1659;11.82888;93.93838
1660;11.81995;93.98612
1661;11.78499;93.86546
1662;11.79473;93.92838
1663;11.80169;93.99644
1664;11.8017;93.89639
1665;11.83023;93.94013
1666;11.85296;93.95124
1667;11.87682;93.97623
1668;11.88738;93.96429
1669;11.89631;93.95449
1670;11.89168;94.00274
1671;11.88078;93.9638
1672;11.86185;93.97365
1673;11.83939;93.98751
1674;11.8103;93.97903
1675;11.79665;93.94917
1676;11.81344;93.97127
1677;11.81472;94.00236
1678;11.83335;93.9485
1679;11.86349;93.98746
1680;11.89343;94.02263
1681;11.91483;93.95624
1682;11.91711;94.00865
1683;11.94025;94.02799
1684;11.94708;94.055
1685;11.92449;93.95423
1686;11.91056;94.01779
1687;11.89771;94.06119
1688;11.85956;93.95435
1689;11.84374;93.99396
1690;11.84763;93.99622
1691;11.85196;93.99062
1692;11.88177;93.9952
1693;11.91084;94.00642
1694;11.9502;94.01134
1695;11.97627;94.02724
1696;11.99821;94.00638
1697;12.01524;94.05221
1698;12.01912;94.04088
1699;12.00712;93.99612
1700;11.98851;94.07175
1701;11.95499;94.0329
1702;11.94487;93.9838
1703;11.91794;94.05693
1704;11.90976;94.05104
1705;11.91815;93.98668
1706;11.94252;93.99048
1707;11.97173;94.0918
1708;12.01449;94.02252
1709;12.05417;94.01552
1710;12.08739;94.06108
1711;12.12129;94.11349
1712;12.11259;94.00786
1713;12.122;94.08331
1714;12.10994;94.13482
1715;12.06257;94.0342
1716;12.04029;94.06884
1717;12.01196;94.06669
1718;11.99437;94.06549
1719;11.98839;94.04077
1720;12.00471;94.05451
1721;12.03239;94.08126
1722;12.07672;94.03661
1723;12.12173;94.06892
1724;12.17011;94.09371
1725;12.19854;94.06689
1726;12.21766;94.11771
1727;12.23398;94.1255
1728;12.22116;94.10642
1729;12.19824;94.13053
1730;12.164;94.10525
1731;12.12129;94.0955
1732;12.09363;94.10351
1733;12.07673;94.08369
1734;12.07775;94.06168
1735;12.10211;94.11588
1736;12.127;94.09109
1737;12.15846;94.06094
1738;12.2283;94.14359
1739;12.27637;94.11255
1740;12.30111;94.0978
1741;12.32767;94.11996
1742;12.33211;94.15867
1743;12.32454;94.1366
1744;12.29646;94.13171
1745;12.25574;94.14231
1746;12.21851;94.14846
1747;12.17338;94.12268
1748;12.15341;94.09808
1749;12.14676;94.12399
1750;12.16226;94.13104
1751;12.18915;94.09194
1752;12.23752;94.12602
1753;12.29522;94.14498
1754;12.35856;94.16074
1755;12.3843;94.14936
1756;12.41818;94.17576
1757;12.43725;94.18832
1758;12.42257;94.17526
1759;12.37669;94.19197
1760;12.34834;94.18353
1761;12.30666;94.22775
1762;12.25609;94.09696
1763;12.2114;94.16991
1764;12.21666;94.1892
1765;12.21293;94.13879
1766;12.24509;94.12418
1767;12.2853;94.1423
1768;12.33784;94.15739
1769;12.40332;94.17242
1770;12.44883;94.17525
1771;12.48644;94.21789
1772;12.49771;94.21448
1773;12.50148;94.20177
1774;12.48978;94.23116
1775;12.44243;94.22421
1776;12.37693;94.19755
1777;12.34667;94.20285
1778;12.28173;94.19529
1779;12.249;94.14722
1780;12.23915;94.19339
1781;12.25942;94.16833
1782;12.28444;94.15372
1783;12.34525;94.18015
1784;12.40569;94.21399
1785;12.45509;94.16936
1786;12.51488;94.2134
1787;12.55491;94.27946
1788;12.55364;94.19753
1789;12.5508;94.24658
1790;12.51783;94.25208
1791;12.46654;94.2444
1792;12.41781;94.25655
1793;12.35078;94.21854
1794;12.29768;94.2341
1795;12.26377;94.16965
1796;12.26088;94.23688
1797;12.26129;94.17654
1798;12.31697;94.24602
1799;12.35206;94.16296
1800;12.42369;94.26768
1801;12.47399;94.20535
1802;12.5286;94.29064
1803;12.55596;94.28127
1804;12.57974;94.27914
1805;12.5702;94.30367
1806;12.53657;94.30914
1807;12.485;94.28134
1808;12.42506;94.27171
1809;12.36353;94.28116
1810;12.30442;94.25772
1811;12.2556;94.24232
1812;12.23993;94.24292
1813;12.24843;94.21713
1814;12.26863;94.22868
1815;12.32097;94.24559
1816;12.38409;94.23326
1817;12.44239;94.28716
1818;12.49637;94.25207
1819;12.53064;94.32813
1820;12.5556;94.28167
1821;12.56463;94.37621
1822;12.52555;94.30138
1823;12.49234;94.33144
1824;12.42186;94.33165
1825;12.3439;94.30003
1826;12.29617;94.29413
1827;12.22984;94.27692
1828;12.20418;94.24882
1829;12.20056;94.264
1830;12.21524;94.23772
1831;12.23973;94.25813
1832;12.28796;94.27622
1833;12.35059;94.28043
1834;12.41274;94.30398
1835;12.46126;94.30013
1836;12.48839;94.32872
1837;12.50817;94.35151
1838;12.49056;94.33431
1839;12.46026;94.36124
1840;12.40193;94.33759
1841;12.33986;94.32204
1842;12.26212;94.32794
1843;12.21096;94.31042
1844;12.15909;94.29301
1845;12.12702;94.30375
1846;12.1259;94.29188
1847;12.12902;94.27429
1848;12.1741;94.30276
1849;12.21593;94.29221
1850;12.28167;94.30941
1851;12.33549;94.3364
1852;12.38286;94.35064
1853;12.40967;94.36772
1854;12.41837;94.36497
1855;12.40205;94.392
1856;12.35877;94.38464
1857;12.30643;94.38071
1858;12.23691;94.4126
1859;12.17085;94.36596
1860;12.1093;94.35503
1861;12.06107;94.31655
1862;12.03236;94.31715
1863;12.02826;94.31272
1864;12.03742;94.31807
1865;12.07919;94.33379
1866;12.13605;94.31184
1867;12.17964;94.33977
1868;12.24028;94.35234
1869;12.29526;94.36793
1870;12.32747;94.3599
1871;12.34514;94.39244
1872;12.33858;94.3689
1873;12.29957;94.40629
1874;12.24653;94.38061
1875;12.17786;94.39091
1876;12.09329;94.38573
1877;12.01815;94.38154
1878;11.95841;94.36023
1879;11.92291;94.34511
1880;11.90424;94.33669
1881;11.90991;94.33361
1882;11.93383;94.31902
1883;11.98034;94.34092
1884;12.03834;94.35835
1885;12.1114;94.37537
1886;12.15866;94.34444
1887;12.20546;94.40475
1888;12.24414;94.41384
1889;12.24194;94.44298
1890;12.21805;94.43262
1891;12.16728;94.44296
1892;12.1107;94.45511
1893;12.04342;94.43801
1894;11.96852;94.40672
1895;11.90279;94.39311
1896;11.8505;94.38156
1897;11.81052;94.36443
1898;11.78707;94.37759
1899;11.81514;94.34535
1900;11.83294;94.37434
1901;11.89733;94.39014
1902;11.94441;94.40891
1903;12.02111;94.38168
1904;12.0926;94.4156
1905;12.11821;94.44598
1906;12.15364;94.4538
1907;12.15672;94.47194
1908;12.11832;94.46563
1909;12.07366;94.47364
1910;12.02329;94.46762
1911;11.95271;94.45128
1912;11.8772;94.43944
1913;11.79913;94.42834
1914;11.74713;94.40262
1915;11.70594;94.3701
1916;11.6777;94.38733
1917;11.69132;94.37323
1918;11.73006;94.38486
1919;11.78232;94.38923
1920;11.82994;94.36382
1921;11.89986;94.38933
1922;11.96782;94.42796
1923;12.02266;94.46222
1924;12.04745;94.46542
1925;12.06905;94.4897
1926;12.03933;94.50031
1927;12.00221;94.50985
1928;11.93944;94.49951
1929;11.85128;94.51414
1930;11.78962;94.46996
1931;11.70599;94.44894
1932;11.62509;94.43025
1933;11.59422;94.42189
1934;11.55493;94.39437
1935;11.5615;94.39176
1936;11.58543;94.38958
1937;11.63902;94.3975
1938;11.70644;94.41868
1939;11.78376;94.4208
1940;11.84657;94.43248
1941;11.91569;94.46782
1942;11.96526;94.50269
1943;11.99041;94.53088
1944;11.98343;94.51229
1945;11.95883;94.53949
1946;11.91984;94.53142
1947;11.8588;94.51857
1948;11.76516;94.52027
1949;11.68797;94.50646
1950;11.61738;94.51191
1951;11.53223;94.40041
1952;11.48177;94.42194
1953;11.47899;94.46238
1954;11.48976;94.4378
1955;11.51879;94.36312
1956;11.56905;94.41726
1957;11.64907;94.45779
1958;11.73273;94.47063
1959;11.80311;94.47633
1960;11.87438;94.51702
1961;11.91542;94.52707
1962;11.93556;94.52011
1963;11.93101;94.55811
1964;11.90958;94.57949
1965;11.86702;94.5322
1966;11.8011;94.54392
1967;11.71684;94.57434
1968;11.61861;94.49005
1969;11.54931;94.45899
1970;11.4778;94.49586
1971;11.43787;94.4838
1972;11.41726;94.39906
1973;11.41947;94.44727
1974;11.44801;94.49299
1975;11.51469;94.36083
1976;11.59024;94.46543
1977;11.67311;94.52582
1978;11.73542;94.44453
1979;11.80628;94.52933
1980;11.87814;94.55982
1981;11.90262;94.56603
1982;11.91843;94.5719
1983;11.90604;94.61508
1984;11.86296;94.5905
1985;11.81278;94.58884
1986;11.72281;94.57426
1987;11.6463;94.55705
1988;11.56936;94.56057
1989;11.47402;94.51745
1990;11.41782;94.4967
1991;11.39114;94.48317
1992;11.38095;94.46244
1993;11.41405;94.48295
1994;11.44571;94.47142
1995;11.51786;94.4761
1996;11.6023;94.49098
1997;11.6676;94.52303
1998;11.7586;94.52251
1999;11.83088;94.54732
2000;11.87327;94.54052
2001;11.90618;94.50189
2002;11.92441;94.61494
2003;11.91288;94.56645
2004;11.87759;94.50365
2005;11.80239;94.54503
2006;11.7253;94.63059
2007;11.64341;94.52659
2008;11.54065;94.43531
2009;11.47701;94.503
2010;11.43058;94.54263
2011;11.37089;94.40034
2012;11.35353;94.44037
2013;11.3976;94.50662
2014;11.41999;94.39039
2015;11.47592;94.438
2016;11.57059;94.46877
2017;11.66225;94.48518
2018;11.74127;94.49458
2019;11.83854;94.53706
2020;11.91664;94.53874
2021;11.93509;94.55634
2022;11.96062;94.5946
2023;11.94913;94.59863
2024;11.91879;94.58721
2025;11.85342;94.60233
2026;11.77597;94.58966
2027;11.68838;94.54771
2028;11.59767;94.54364
2029;11.53335;94.53763
2030;11.45955;94.45797
2031;11.41224;94.47548
2032;11.3922;94.47944
2033;11.39919;94.45207
2034;11.4483;94.44521
2035;11.49786;94.48385
2036;11.59641;94.45439
2037;11.66326;94.46487
2038;11.76167;94.51573
2039;11.85575;94.54239
2040;11.92707;94.54391
2041;11.98778;94.56557
2042;12.02826;94.6207
2043;12.03949;94.59388
2044;12.01804;94.59805
2045;11.96737;94.63103
2046;11.88423;94.61291
2047;11.82494;94.56638
2048;11.72459;94.55994
2049;11.64116;94.59029
2050;11.56222;94.4917
2051;11.49291;94.49545
2052;11.45373;94.54095
2053;11.43701;94.3992
2054;11.46526;94.45077
2055;11.51963;94.47601
2056;11.57278;94.52369
2057;11.66111;94.41544
2058;11.75583;94.50584
2059;11.85081;94.57772
2060;11.93399;94.48748
2061;12.02609;94.56795
2062;12.08281;94.5926
2063;12.1185;94.62995
2064;12.12399;94.61416
2065;12.10087;94.62691
2066;12.04778;94.60488
2067;11.99639;94.60964
2068;11.90866;94.61694
2069;11.809;94.56513
2070;11.72415;94.56219
2071;11.6408;94.55332
2072;11.56685;94.48781
2073;11.51715;94.49456
2074;11.50744;94.51096
2075;11.51437;94.43149
2076;11.54899;94.44233
2077;11.62405;94.48749
2078;11.71298;94.49068
2079;11.79676;94.4583
2080;11.89749;94.5309
2081;12.00063;94.54986
2082;12.08486;94.5248
2083;12.15892;94.5953
2084;12.20674;94.61968
2085;12.23337;94.6336
2086;12.20914;94.62875
2087;12.17137;94.66945
2088;12.11815;94.63418
2089;12.02685;94.60242
2090;11.94552;94.62756
2091;11.84342;94.5832
2092;11.767;94.53024
2093;11.68658;94.55453
2094;11.62081;94.54025
2095;11.59859;94.44611
2096;11.57332;94.50455
2097;11.59345;94.51649
2098;11.66632;94.42242
2099;11.71703;94.46711
2100;11.80823;94.4964
2101;11.90396;94.63436
2102;12.03085;94.45596
2103;12.12011;94.54856
2104;12.18683;94.60535
2105;12.26677;94.68792
2106;12.30694;94.57239
2107;12.30348;94.64703
2108;12.30578;94.6685
2109;12.25998;94.6645
2110;12.19875;94.66182
2111;12.11511;94.65511
2112;12.0127;94.61153
2113;11.92541;94.59495
2114;11.83016;94.56413
2115;11.7373;94.52764
2116;11.69572;94.51379
2117;11.6475;94.51411
2118;11.63975;94.4734
2119;11.65953;94.46694
2120;11.70268;94.48691
2121;11.77677;94.47707
2122;11.874;94.4795
2123;11.96454;94.52742
2124;12.07331;94.51922
2125;12.16532;94.55089
2126;12.26046;94.61215
2127;12.30979;94.56271
2128;12.37037;94.62502
2129;12.38657;94.6478
2130;12.39765;94.6648
2131;12.34947;94.6625
2132;12.27881;94.64184
2133;12.21155;94.64458
2134;12.11142;94.62492
2135;12.02967;94.58794
2136;11.91853;94.56288
2137;11.84015;94.56375
2138;11.76571;94.54878
2139;11.70148;94.47509
2140;11.69448;94.4836
2141;11.70066;94.53886
2142;11.7209;94.40385
2143;11.77254;94.47282
2144;11.87591;94.5082
2145;11.9397;94.51082
2146;12.04626;94.47373
2147;12.14359;94.54182
2148;12.27053;94.6238
2149;12.32359;94.52527
2150;12.38651;94.61284
2151;12.42456;94.61219
2152;12.44519;94.64915
2153;12.41952;94.64751
2154;12.37852;94.65357
2155;12.31575;94.59734
2156;12.23263;94.59841
2157;12.14602;94.58582
2158;12.05408;94.59443
2159;11.93938;94.55289
2160;11.86482;94.53515
2161;11.79494;94.50803
2162;11.74116;94.49715
2163;11.71085;94.46998
2164;11.71932;94.4622
2165;11.74407;94.4474
2166;11.79092;94.45609
2167;11.87016;94.47107
2168;11.96502;94.48818
2169;12.06891;94.4966
2170;12.16048;94.51456
2171;12.25897;94.54163
2172;12.35902;94.55379
2173;12.41787;94.57355
2174;12.45348;94.58953
2175;12.48054;94.60554
2176;12.46841;94.65039
2177;12.44566;94.59652
2178;12.37548;94.62605
2179;12.29673;94.59636
2180;12.18884;94.60709
2181;12.09644;94.55042
2182;11.98095;94.59533
2183;11.89774;94.50331
2184;11.78945;94.47025
2185;11.72639;94.45345
2186;11.6881;94.39793
2187;11.66653;94.38434
2188;11.67585;94.3662
2189;11.69917;94.34396
2190;11.79275;94.31673
2191;11.88768;94.32561
2192;11.98371;94.34157
2193;12.08537;94.34401
2194;12.21719;94.34616
2195;12.31927;94.3762
2196;12.41015;94.38744
2197;12.4811;94.3927
2198;12.50944;94.39543
2199;12.52992;94.40305
2200;12.49535;94.38235
2201;12.44453;94.37016
2202;12.37902;94.38054
2203;12.27908;94.31429
2204;12.16498;94.30102
2205;12.05047;94.25761
2206;11.94076;94.21357
2207;11.84089;94.17872
2208;11.72921;94.14179
2209;11.66938;94.10633
2210;11.62396;94.0751
2211;11.59853;94.03996
2212;11.62625;94.06405
2213;11.65386;94.05154
2214;11.74267;94.07314
2215;11.81686;94.0846
2216;11.91679;94.10072
2217;12.02478;94.12448
2218;12.11577;94.14827
2219;12.23636;94.18873
2220;12.31127;94.21354
2221;12.36955;94.25243
2222;12.3849;94.25937
2223;12.424;94.27012
2224;12.4054;94.26216
2225;12.37341;94.29314
2226;12.29704;94.30154
2227;12.22734;94.26195
2228;12.14198;94.27781
2229;12.04018;94.24102
2230;11.92972;94.25204
2231;11.83644;94.20039
2232;11.75113;94.17752
2233;11.67331;94.16525
2234;11.63482;94.15055
2235;11.59685;94.13065
2236;11.60795;94.11169
2237;11.61415;94.11391
2238;11.68088;94.10652
2239;11.7267;94.10789
2240;11.79224;94.14151
2241;11.88224;94.14364
2242;11.96669;94.16465
2243;12.05752;94.17814
2244;12.12708;94.19996
2245;12.19261;94.22517
2246;12.24165;94.24742
2247;12.25282;94.24886
2248;12.26949;94.2687
2249;12.24541;94.30081
2250;12.21491;94.28167
2251;12.16468;94.28017
2252;12.09746;94.28971
2253;12.02845;94.27069
2254;11.9385;94.26906
2255;11.86384;94.23774
2256;11.7794;94.23669
2257;11.69679;94.2229
2258;11.64294;94.20185
2259;11.59186;94.18739
2260;11.56723;94.18641
2261;11.55546;94.16492
2262;11.56258;94.16143
2263;11.59366;94.16201
2264;11.63213;94.20225
2265;11.70831;94.22028
2266;11.77635;94.26175
2267;11.85374;94.27519
2268;11.93801;94.31246
2269;12.01028;94.35538
2270;12.07869;94.39474
2271;12.11326;94.42236
2272;12.15856;94.45274
2273;12.1745;94.49057
2274;12.17175;94.49916
2275;12.14994;94.52019
2276;12.10526;94.52404
2277;12.03756;94.52467
2278;11.97789;94.51754
2279;11.86854;94.49703
2280;11.79037;94.50151
2281;11.68921;94.48028
2282;11.63746;94.46541
2283;11.5218;94.45035
2284;11.479;94.43835
2285;11.42064;94.42503
2286;11.4033;94.43413
2287;11.38345;94.42664
2288;11.40973;94.42367
2289;11.44066;94.42842
2290;11.52408;94.45614
2291;11.60475;94.49501
2292;11.68441;94.49565
2293;11.80919;94.53846
2294;11.91737;94.55396
2295;12.03824;94.57388
2296;12.12778;94.6386
2297;12.21295;94.64027
2298;12.276;94.67666
2299;12.29398;94.71821
2300;12.28717;94.70428
2301;12.27139;94.70176
2302;12.18784;94.70231
2303;12.10251;94.69601
2304;12.01187;94.66593
2305;11.87064;94.64892
2306;11.727;94.63707
2307;11.58446;94.59069
2308;11.46507;94.57261
2309;11.32125;94.52778
2310;11.22884;94.51054
2311;11.17808;94.50021
2312;11.12893;94.47552
2313;11.10724;94.46262
2314;11.15052;94.46436
2315;11.19411;94.48119
2316;11.30769;94.48829
2317;11.39949;94.50075
2318;11.58482;94.55397
2319;11.65553;94.54839
2320;11.81586;94.58121
2321;12.00549;94.6039
2322;12.11111;94.68066
2323;12.22614;94.72518
2324;12.31119;94.74167
2325;12.37121;94.72823
2326;12.36445;94.82952
2327;12.34246;94.77435
2328;12.28541;94.80287
2329;12.17103;94.74339
2330;12.06035;94.78343
2331;11.95162;94.70224
2332;11.77832;94.7714
2333;11.58678;94.69173
2334;11.42902;94.52586
2335;11.27638;94.67548
2336;11.10742;94.6468
2337;11.03357;94.55229
2338;10.94426;94.51886
2339;10.92516;94.47018
2340;10.94554;94.47648
2341;10.94535;94.46478
2342;11.0425;94.47394
2343;11.14553;94.47775
2344;11.28317;94.51099
2345;11.43183;94.53303
2346;11.59421;94.57425
2347;11.68075;94.61234
2348;11.90703;94.65314
2349;12.05597;94.68669
2350;12.15164;94.71883
2351;12.24389;94.76917
2352;12.2894;94.81837
2353;12.33505;94.86108
2354;12.28843;94.82561
2355;12.19978;94.8164
2356;12.11015;94.83636
2357;12.04778;94.85718
2358;11.85738;94.78883
2359;11.71976;94.73154
2360;11.55909;94.7324
2361;11.40287;94.73547
2362;11.22475;94.57201
2363;11.05153;94.5966
2364;10.98324;94.55148
2365;10.88677;94.52124
2366;10.81287;94.49544
2367;10.80089;94.46536
2368;10.80902;94.46194
2369;10.8612;94.46713
2370;10.93755;94.45431
2371;11.04119;94.49825
2372;11.1734;94.52603
2373;11.33918;94.54824
2374;11.49081;94.59472
2375;11.6765;94.64401
2376;11.82122;94.70032
2377;11.96723;94.69677
2378;12.06783;94.78524
2379;12.14293;94.79622
2380;12.16417;94.85497
2381;12.18039;94.83794
2382;12.14413;94.84917
2383;12.07135;94.87537
2384;12.00104;94.83184
2385;11.89226;94.82742
2386;11.73095;94.78044
2387;11.6002;94.74609
2388;11.40816;94.75025
2389;11.30058;94.64349
2390;11.08586;94.58805
2391;10.93661;94.58561
2392;10.85316;94.52846
2393;10.76754;94.49289
2394;10.72407;94.44784
2395;10.68912;94.45105
2396;10.69479;94.42046
2397;10.74552;94.44015
2398;10.81304;94.40797
2399;10.94234;94.48799
2400;11.07401;94.4836
2401;11.19857;94.53178
2402;11.35483;94.57527
2403;11.49249;94.60503
2404;11.59068;94.65407
2405;11.75267;94.70293
2406;11.89221;94.72838
2407;11.96324;94.8084
2408;12.01206;94.80138
2409;12.03773;94.85781
2410;12.01976;94.81639
2411;11.95591;94.82715
2412;11.91006;94.80789
2413;11.839;94.79642
2414;11.6698;94.75187
2415;11.55694;94.72932
2416;11.4175;94.66585
2417;11.28775;94.64435
2418;11.08064;94.60555
2419;10.95428;94.53979
2420;10.84781;94.48589
2421;10.7797;94.49302
2422;10.73538;94.43531
2423;10.70256;94.41502
2424;10.64775;94.36576
2425;10.6691;94.41805
2426;10.72348;94.38258
2427;10.80368;94.4396
2428;10.87083;94.39838
2429;11.00255;94.49857
2430;11.13527;94.49165
2431;11.24732;94.50843
2432;11.37013;94.57075
2433;11.49792;94.58324
2434;11.62436;94.62305
2435;11.7191;94.64365
2436;11.79968;94.69728
2437;11.84282;94.68991
2438;11.87232;94.72849
2439;11.8836;94.73572
2440;11.81689;94.67768
2441;11.7341;94.69707
2442;11.69106;94.66835
2443;11.56446;94.65639
2444;11.49497;94.62125
2445;11.36524;94.58004
2446;11.2518;94.59868
2447;11.10412;94.52415
2448;10.9959;94.47104
2449;10.89184;94.45496
2450;10.79311;94.40772
2451;10.74174;94.4106
2452;10.63985;94.38924
2453;10.64253;94.37934
2454;10.63724;94.35612
2455;10.66866;94.3626
2456;10.71977;94.37546
2457;10.77904;94.37952
